UserName,Tweet
"shakiarraaa_","What Time & Channel Is The SuperBowl Comming On !???"
"noemie_hss","RT @magret_decanard: my hair smells like chocolate"
"whosthatkimi","6 more weeks of winter bitches"
"meganbailey925","RT @spongememory: Imagine if this was the halftime show during the Superbowl http://t.co/5mgRDHWixd"
"toniomigs","The Seahawks will win/prevail because of their defense ! #FibrSuperBowl @pldthome #SB48 Watch with #TVolution at http://t.co/Y7z6QlwZst  365"
"GabriellaCetta","Spending my Super Bowl Sunday at my brothers wrestling tournament  wrestling > football"
"a100ninguem","RT @Eating: Chocolate Cake http://t.co/owLKRvoKwV"
"RodDaHooper34","RT @OVOXOLIFE24: But if Peyton Manning winning tonight leads to him retiring I'll choose the broncos tired of that nigga"
"harrysasexybabe","RT @NiallOfficial: SuperBowl tonight !"
"CauseOfLiberty_","RT @hempoilcures: 3 Reason Why #SuperBowl XLVIII Could Be The Greatest #FalseFlag Event In America's #History http://t.co/5JN6GPJC0P  #Isra"
"ByMatilda","RT @NYMag: Super Bowl is two words. Stop spelling it Superbowl. http://t.co/h5SYGVnyQ5"
"argobeth","RT @JennAnnis: @argobeth going with the Toronto connection and cheering for the Broncos."
"DanannCrafts","Anyone doing the 5k challenge in Feb?"
"madelinejoyyy","The snow looks so pretty when it's all sparkly "
"radtommo","RT @NiallOfficial: SuperBowl tonight !"
"kat_tsushi","  http://t.co/g0emQtwuv8"
"jrr_vazquez","My uncle bought some fireworks for tonight lmaoo this nigga think it's a Mexican holiday"
"StunnaShowtime","Damn Last Movie I Saw In Theaters Was Best Man Holiday ..."
"amkhan_90","Unpacking Facebooks Mobile Strategy: Paper, All The Mobile News Thats Fit To Print http://t.co/J1kOu1u0Sy"
"PerhapsItsKyle","If Rainn Wilson (Dwight from The Office) that's more than enough reason to pull for the Seahawks"
"unsociablehoe","I felt strong, but am I breaking now?"
"CSquadATL","People really think the Seahawks have a chance today? O.o"
"MakiiSo","Finale du superbowl a partir de 00h00 sur w9 qui le regardera ?? Moi c'est oui :)"
"JamesHennigan1","Wouldn't be Superbowl Sunday without snoop doing something hilarious, still waiting for it"
"biancamichellee","RT @SportsCenter: RT if the Seahawks will win Super Bowl XLVIII. http://t.co/AX6Y1n9xXW"
"shaOLLEN","SUPERBOWL SUNDAY!!"
"brycesholdice4","@DarrenKelpin hahha : bombers in the superbowl "
"TimoteoSHonesto","Whether you're cheering for the #Seahawks or #Broncos, help human rights win by boycotting #SodaStream! http://t.co/1cYYV3jGIV"
"roflburg","RT @guccii1017: Seattle Seahawks gonna win da super bowl. if they dont ill send send everyone who retweets dis tweet 40$ at the end of da s"
"harriet_lilly","RT @NiallOfficial: SuperBowl tonight !"
"kathymonroy","Bruno Mars y David Beckham para  H&M sern un must hoy en el #SuperBowl"
"hudiburg_v","RT @AthleteStory: RETWEET if you think the Broncos will win the Super Bowl! http://t.co/44WkRK9J1P"
"cinddywhoo","I've only had one good valentines day. got chocolate , letter, necklace, and this huge panda bear.  http://t.co/cqdR3e6RaR"
"D_Byrd825","28-14 Broncos"
"majal_m","@NiallOfficial: SuperBowl tonight !enjoy love! !"
"j4short89","CB Champ Bailey addresses Broncos before Super Bowl, says to make the game bigger than yourself. (ESPN) http://t.co/KfbgtAusMI"
"990Karol","#me#winter# hair#redhead#czech#girl#follow#followme http://t.co/oeWIWAqzfr"
"emilapedia","@DarrinBauming @darrenrovell making up beer revenue with hot choc? WTF is in an $11.00 HC?? Guess their hoping for cold weather #gouge"
"CeciOrtega17","Lets goooo Broncos! #superbowl #orange&blue #Broncoscountry #fightforthewin #bow  http://t.co/sOPuhH5hFM"
"amyvlarkin","RT @Ravens: #RavensNation enjoy the last few hours as the reigning #SuperBowl champs! And best of luck to the @seahawks and @broncos today."
"AyyItsJESSIE","@Judge_Wolfe: Everyone is talking about the football game.. And all I can think about is the piles of homework and studying I have too do."
"Annemazing","Genuinely thought the Seahawks were a hockey team until yesterday."
"SavannahRTerry","@Jojogartman: Snow angles! http://t.co/fsNr2oANJ9 My roommate everyone"
"Nicolle_Renea","RT @spongememory: Imagine if this was the halftime show during the Superbowl http://t.co/5mgRDHWixd"
"blueeyed_lover","RT @Country_Words0: R/T for Broncos, Fav. for Seahawks!"
"Lukushh","RT @SportsCenter: RT if the Broncos will win Super Bowl XLVIII. http://t.co/4xQFA3Oipj"
"TheRealSilva17","RT @SportsCenter: RT if the Seahawks will win Super Bowl XLVIII. http://t.co/AX6Y1n9xXW"
"terryba92911528","@AskAprilcom @ecosalon @writtenbykrissy All is fare in love and war.Sad its one and the same and that I was never a soldier ?"
"Guambini","Hoy voy con Seattle Seahawks! #SuperBowl"
"RWhittall","Finally, for some position players the jury is still out on the best way to judge performance in isolation. So sorry, football doesn't..."
"moran_moises","Y'all are just jealous cause your booty ass team didn't make it to the Superbowl. #Broncosnation"
"SweetsTampa","This Saturday, Artist Reception and Chocolate Tasting featuring 24 local Tampa Bay Artists.Free Chocolate... http://t.co/cherYuocjN"
"UltraVi3","@WSJ: Breaking: Actor Philip Seymour Hoffman found dead in Manhattan apartment. http://t.co/H1sO81LO9n whaaaaaaaa?"
"aliy5a_","-The Broncos are going to win!Today! I know it:)"
"anjyrulz","RT @NightValeRadio: FOOTBALL FACTS: If a ball-carrier is tackled in his own endzone, this has almost no impact on the relentless expansion "
"koofie_swag34","Seahawks will win tonight calling it now."
"the_big_brad","RT @dgallion27: I have two tests tomorrow. Who gives a test the day after Superbowl Sunday?"
"doug_fackler","Maybe two to three of snow next week...."
"bdixon_03","RT @WNIGNews: BREAKING: George Zimmerman has a challenger http://t.co/hAr1P7jiEH http://t.co/guvfvJ7pHT"
"xx_anna_xoxo","@MimiGrimminnell der Tweet war aber noch von gestern abend :D"
"HartfordAustin","You already know the Seahawks are going home with the W tonight."
"PipelineFox","Champions don't focus solely on winning, they focus on doing the best they can on any given day. #SuperBowl #writing"
"LiamStyles13","RT @NiallOfficial: SuperBowl tonight !"
"caylasilva13","Favorite if your going for the Broncos and retweet if your going for the Seahawks."
"monicat3311","RT @VanessaLMacias: I'm not watching @SuperBowl anywhere @PuppyBowl2014 is not on another screen.  #PuppyBowl trumps #SuperBowl"
"TamenCobbs","@RonnieRadke @CharlesMassabo May we have a song as a present for SuperBowl Sunday? i can come up with other excuses if that dont work lol"
"Medrano_2","Super Bowl Sunday = a lot of food a lot of beer and a bad ass football game "
"substockman","RT @dansinker: NPR at its NPRy-est: they just explained Payton Manning's football record via an extended metaphor about John Updike's Pulit"
"Hoodrat360","That 4L of chocolate milk was so worth it last night"
"SandersBoii","RT @NiallOfficial: SuperBowl tonight !"
"LouisBA","RT @Renato_Laranja: Football time. http://t.co/6wwMD1Vlvv"
"Kaylee_Hays10","RT @RayIopez: Girls watching the SuperBowl tonight http://t.co/JQ3O0DMXBR"
"Mic_Mac1","Like, if you're not a vampire, sexy pro football player, or similar to lord Disick you don't make the cut"
"State_Flyer","I can't even be mad if the broncos win, I love Peyton Manning."
"AuntTef","RT @SIMMBAAAAA: Retweet for Seahawks ...Favorite for Broncos ! "
"sydney_alexis3","RT @andrew_prentice: Fav for Seahawks RT for Broncos"
"DAREALLDEE","RT @MeechIsDEAD: SuperBowl Party ah Gwan inna Mi Yard Deh"
"kwonaventure","@ricebowling He's scheming while everyone hogs the spotlight. In 20 yrs he'll be CEO of the largest entertainment company in Korea, you wait"
"ThatBoyKoven","@BreezeTv954: 5 on broncos wassup dat lil ahh bet yo broke ahh"
"justin_duong18","RT @SportsCenter: RT if the Broncos will win Super Bowl XLVIII. http://t.co/4xQFA3Oipj"
"_Coronel_123","RT @NiallOfficial: SuperBowl tonight !"
"royalpizzaboy","It feels like a waste to not use Punxsutawney Phil's psychic groundhog abilities to predict the Superbowl winner"
"DaejonDavis","RT @SportsCenter: RT if the Seahawks will win Super Bowl XLVIII. http://t.co/AX6Y1n9xXW"
"Dope_Oracle","What Should You Watch Instead Of The Super Bowl?: Here are a few options if football doesn't strike y... http://t.co/F61KIubXEd"
"BOSS_OF_SOUTH","RT @TweeterGeist: RT for Broncos. Fav for Seahawks. #SuperBowlSunday http://t.co/kRG0GLjSa3"
"purpuram","Rusia suministrar a Kazajstn sistemas de misiles S-300 - Noticias - Defensa - La Voz de Rusia http://t.co/oTyhZYQnnu #15AosEnRevolucion"
"mrana85","RT @WSJ: Breaking: Actor Philip Seymour Hoffman found dead in Manhattan apartment. http://t.co/tYCeELTJqc"
"datmustbeTed","#shoutout to #DRC holding it down for the #941 in the #superbowl drc941 good luck http://t.co/sWw3KXhSZb"
"RyanJones_17","@Uniformswag: @QuentinTingle: New IU Football helmets? http://t.co/1nfAHQwu28 #uniswag they're trying for sure!!"
"ZFlexasaurus","*lowkey* I don't know shit about football I just look at which logo looks more badass as the determiner of whose going to win. "
"Aarushk112","Congress mishandled Telangana issue: BJP http://t.co/KMJs2v6TDv"
"DoodleJoda","RT @The_Pigeon: Ther are two types of people in the world: those with focus and I like chocolate."
"JerryDGAF","There isn't going to be one REAL Seahawks fan on my tl so I don't even want to hear it"
"lovelyashhlee","@Jhnny___: @lovelyashhlee: Superbowl is so much better than the world cup by far.no never !!! Uh yes ! Lol"
"lucentia","RT @BishopJakes: This is the year you will carry some things that will be All God and none of you, you will have rain without clouds! #Tran"
"Marco_Noonez","My Saints lost to Seattle twice in the playoffs so therefore I have to go for the Broncos . "
"TaylorLeeLynch7","@DFWfastpitch final score of the game,Seahawks 31 broncos 24"
"Zaheer_UB","RT @TheFunnyVines: RT for Broncos!Fav for Seahawks!https://t.co/7RtdZboURk"
"bsam303","RT @SportsCenter: RT if the Broncos will win Super Bowl XLVIII. http://t.co/4xQFA3Oipj"
"rufotheone22","http://t.co/6q10KxfvS8     "
"voterstrust","'Saturday Night Live' Slams Sarah Palin: Worse than Vietnam POW Camp http://t.co/X7qLmTMfUA"
"ARI40thm","RT @AHTD: The latest winter weather driving conditions at http://t.co/l1xGNNByOO. Click on snowflake icon. Available at your App Store. #ar"
"kimmcardenass","@Fuck_whorehey muy chingon... i see lololol pos que bien qye tu sabes pero broncos are gunna lose nigga"
"AftonyGuMN","Good Tidings G.E. String-A-Long Constant ON Miniature Christmas Lights: http://t.co/1KJLaEgKwW - G.E. SBC64406 ... http://t.co/PWNl3k6fL3"
"delaw4re","superbowl or super bowl you know what im sayin"
"_ashleeenicole","It should have been the niners and broncos today ! "
"CallMeDelgado","RT @PapaPeyton: Super Bowl Sunday Retweet for Broncos! Favorite if you're an idiot!"
"adamfoster30","Gotta love the superbowl, that time where women decide to talk about a subject they know nothing about. Except @princessris23"
"Caley_McClendon"," loving the snl skit making fun of the southerners and the snow they got"
"dearestjames","One more week then I go on holiday aka 10 days away from annoying little sluts"
"vampingniall","@TheVampsCon but it's winter"
"Footy_Layne24","Watch #Galatasaray vs #Bursaspor Live Stream Online: http://t.co/iZfin85dC0"
"MrStephen90","It's not a requirement to root for a team during the superbowl. Just sit back and enjoy 2 teams going at it."
"rgarzatr","The First Super Bowl: Rare Photos From a Football Classic http://t.co/vFwmCnQ6Nn ccp @checoriojas"
"DeSantis_Eric","RT @stefania28282: It's like a winter wonderland outside "
"tora3x","@hamadalaslami Ultimately it's just 1 of deliverables. Future inclusive Syria will need to absorb Assad supporter & army & stabilize country"
"tinamaslow__x3","Idk but I will watch superbowl"
"lightskin__chic","RT @_jhop23: @YoungBoss__: Fuck snow, don't wan make up nomore games"
"SwimovateUSA","RT @davidgarza1: #triathletes #triathlon #IMTX #letsgo http://t.co/MwJPVlgSXS"
"ZiamStandUp","RT @StxrburstNixll: I'm only going to watch the Superbowl because of Bruno Mars bYE"
"mrsbeedeleon","RT @SportsCenter: RT if the Broncos will win Super Bowl XLVIII. http://t.co/4xQFA3Oipj"
"Falcon_Dad63","RT @mmental7: Crazy stat100,000 high seniors, 9,000 become college football players, 215 become NFL players. = 2.4%Life is more than a ba"
"SeaTimesSports",".@StoneLarry suggests you take time to savor these #Seahawks and this moment ahead of #SuperBowlXLVIII: http://t.co/U3CwePZTFp"
"mmtzaleman","RT @LAOpera: #Opera Great #ReneeFleming is ABC News Person of the Week  Video - ABC News http://t.co/KGHdKeZA6Q (via @ABC) @reneesmusings "
"Kimi_Styles9","@NiallOfficial LETS GO SEAHAWKS!!!!"
"Profile_Scanner","From my view, in the city, the crowd was about 4-1 in favor of the Broncos.(And not surprising, as most Giants fans R rooting for Peyton)"
"Myles_Xavier","Defenses win Championships, broncos won't drop more than 24 on Seattle. Score being 31-24 Seahawks."
"Matt_Walder22","Broncos are taking this tonight! #ShutShermanUp"
"tanisiy",": DVD in  2014512DVD1 http://t.co/QuzsUJDvVc @yoshimoto_news"
"astartolovejb","RT @leatherlaces: Madness! Justin Bieber is skateboarding through the party! #JustinBieber #SuperBowl #leatherandlaces http://t.co/wmPrsXfS"
"Chappers4Callum","@mondaysinger101 @starsandclouds_ haha that was the same as me before Christmas. And now I am back with mrs chapman. Miss summerall is bad."
"KellBong","Although mine and @Jsupra500's mutual team are the Broncos...I'll always cheer for my  #HAWKS"
"greatist","Celebrate the athleticism of the #SuperBowl with a heart-pumping #workout: http://t.co/UD64KiecgW"
"bengalsfan604","RT @SeahawksCanada: Good morning #12North who is excited for @Superbowl Sunday and the @Seahawks chances today? #Louder #SB49"
"xfwelch","RT @NiallOfficial: SuperBowl tonight !"
"chefbridgett","#whosgonnawin Seahawks!!!!"
"samantruh","RT @Cali_Breed_D: I fucks with the rain "
"ballinkid212","RT @SportsCenter: RT if the Broncos will win Super Bowl XLVIII. http://t.co/4xQFA3Oipj"
"Ya_boy23","Seahawks better win this shit"
"_MonishaPrasad","Love the rain "
"Alexbitch22","RT @yeaitstony14: Super Bowl Sunday should be a holiday!"
"KayKaaaaay","RT @AnneWheaton: Go ahead and admit it. You don't care about the football game. You're just showing up to watch the commercials.#SuperbOwl"
"Fallenday13","Not happy about the rain.. #goaway"
"ilcittadinomb","Brugherio, minacciano commessa Compro oro, rapina da 20mila euro: Un uomo lha attesa sulla sua ... http://t.co/ZNgyx3fkGe #news #monza"
"italiaonair","News: Francia: manifestazioni a Parigi e Lione contro matrimoni gay:  Francia: manifestazioni a Parigi e Lione... http://t.co/D7s3bLEPY3"
"KeithWarzecha","Can't wait to get back on the water, this warm weather is a tease"
"nickmcola5","RT @SportsCenter: RT if the Broncos will win Super Bowl XLVIII. http://t.co/4xQFA3Oipj"
"Accion_Imagen","Beyonce #Superbowl 2013 (49s vs. Cuervos) - Su sensualidad rompi esquemas y se volvi a reunir con sus excompaeras de Destiny Child."
"Kelsie_MoOrE813","This snow needs to go away."
"autumn_greaves","RT @GingerProblems: Six more weeks of winter? Thank god. I don't want sunburns yet. #GroundhogDay"
"EsTheSenseless","RT @guccii1017: Seattle Seahawks gonna win da super bowl. if they dont ill send send everyone who retweets dis tweet 40$ at the end of da s"
"_TheRealGandhi_","STOP EATING SNOW"
"riankrisna","Rest in Peace Philip Seymour Hoffman, you are one of my favourite actor. Its a sad news, sad monday. http://t.co/zZ5WqVuPGd"
"HuttonLaine","I hate snow, sorry but I do. Pretty to look at, but too damn cold. #GoAwayyy #YouSuuuck"
"DC_Dickel","RT @elonmusk: Tesla LA to NY Supercharger rally just completed in 76 hours across northern route in dead of winter thru heavy snow!"
"majuskaaa007","RT @politologija_: #novosti #news # # # ,      https://t.co/JlrWXjIG0O http://t.co/uxlRcbSang"
"Katieduhfuhh","@_CrystalGarcia: There playing Loud at the Superbowl!Fuck that. That's not superb owl music. "
"HangHLuu","RT @SportsCenter: Seahawks super fan Kalee Buetow is 3 years old. She knows nearly every player on Seattle's roster & will be at #SB48. htt"
"vanessarizo14","RT @spongememory: Imagine if this was the halftime show during the Superbowl http://t.co/5mgRDHWixd"
"ralfkirchner","RT @FirstMate1060: Scarlett Johanssons Decision to Back SodaStream Over Oxfam Puts Charitys Anti-Israel Activism Into Spotlight http://t."
"XxCSmith91","RT @SportsCenter: RT if the Broncos will win Super Bowl XLVIII. http://t.co/4xQFA3Oipj"
"Aj17_","RT @BOOOMSHAKABOOOM: RT @Aj17_: Ozil has lost his love for football < I'm not rating him like I used to at all"
"TrevinoElyana","RT @NiallOfficial: SuperBowl tonight !"
"KingKobez","We have rehearsal on Superbowl Sunday!  Mrs.Tolleson tripping omm"
"dougiebabe","i much prefer the old charlie and the chocolate factory"
"_lilSAM","RT @_NoOther: Yum RT @CokedUpTrizzz: Brunch? http://t.co/3oJN4Sh4KX"
